"X","ENTREZID","logFC","logCPM","LR","PValue","FDR","SYMBOL"
14092,2919,-10.3546023363034,3.93386061762349,43.5649540171397,4.10118245452713e-11,5.06228564713153e-08,"CXCL1"
14105,2935,-4.75733242824689,8.96963126157994,16.6261146618011,4.55199280318967e-05,0.00636606284150516,"GSPT1"
14207,29923,-4.35131316162701,5.80512420620737,13.2503106234337,0.00027253470501027,0.0246409562905782,"HILPDA"
14214,2993,-9.81831844466896,6.39594148197339,50.8344740363076,1.00493058528218e-12,2.37749827634675e-09,"GYPA"
14221,2994,-10.4238397140911,3.984862437477,45.5533906521279,1.48534336963848e-11,2.21941569810718e-08,"GYPB"
14232,2995,-8.92938420801958,9.06712332267665,41.7591608688372,1.03237405764902e-10,1.02067473819749e-07,"GYPC"
14269,29995,-4.95291846917236,4.6423339066281,22.7482829952971,1.84669064350492e-06,0.000429733994828727,"LMCD1"
14303,302,-5.15936816901916,5.6910214733904,14.2550041843799,0.000159635791300854,0.0162439430646281,"ANXA2"
14309,3029,-4.36732385987894,6.19692471155644,18.373294037084,1.81585305877576e-05,0.00299721327550255,"HAGH"
14319,3039,-11.788421934401,15.5949574568413,32.4910798183207,1.19740877539974e-08,6.41404436482994e-06,"HBA1"
14321,3040,-11.6671033059737,15.2298671172787,31.1986388863008,2.32929339006427e-08,1.12082439565974e-05,"HBA2"
14322,3042,-12.4619638130252,6.05064225937891,61.369163553904,4.73163383070468e-15,4.47770281512352e-11,"HBM"
14323,3043,-10.0134860853984,12.1401552285648,36.6383645992638,1.42205282686283e-09,1.15348799298959e-06,"HBB"
14326,3046,-10.0091519387297,3.56177083663021,41.7398794143467,1.04260540358321e-10,1.02067473819749e-07,"HBE1"
14327,3047,-12.5727704057387,16.4768459162199,32.6262363433098,1.11696748861793e-08,6.09821288497368e-06,"HBG1"
14328,3048,-12.598166338717,17.0790813405407,31.3422975064244,2.16315182811946e-08,1.0588255241433e-05,"HBG2"
14329,3049,-7.25145421053525,4.89403945991595,41.8066828774942,1.0075844318637e-10,1.02067473819749e-07,"HBQ1"
14331,3050,-10.2574251070942,6.71488328825385,55.0400794258953,1.18096900258576e-13,4.1909637479262e-10,"HBZ"
14396,3099,-4.04173874722256,6.08634961581916,13.0707291143958,0.00029994635391057,0.0257604230835042,"HK2"
14399,3101,-5.54630260456448,2.49475741385114,17.1071197761621,3.53296135783387e-05,0.00519693124087583,"HK3"
14434,3145,-4.56795792892421,4.26268048337141,19.3215857505791,1.10450625941678e-05,0.00202302791644145,"HMBS"
14445,316,-4.62803727180422,2.44481817709146,13.6761040480011,0.000217200760313368,0.0206972462235015,"AOX1"
14447,3162,-5.54206858367252,5.7138955093796,25.1332785082571,5.35015580248896e-07,0.000154990737992512,"HMOX1"
